Date,Disposition,Gender,Initiated By,Location,Race,Reason for Stop,Search
2016-10-13T10:20:00Z,released,Male,citizen,5540 S Ellis,African American,Suspicious person,No
2016-10-17T14:21:00Z,released,Male,citizen,5436 S Ingleside,African American,Suspicious person,No
2016-10-17T14:21:00Z,released,Male,citizen,5436 S Ingleside,African American,Suspicious person,No
2016-10-17T17:22:00Z,released,Male,citizen,800 E Midway,African American,Pandhandling,No
2016-10-18T11:07:00Z,released,Male,citizen,5400 S Cottage Grove,African American,Suspicious person,No
2016-10-18T11:09:00Z,released,Male,citizen,824 E 53rd St,African American,Suspicious person,No
2016-10-31T01:02:00Z,released,Male,UCPD,5600 S Ellis,African American,Suspicious person,No
2016-11-02T23:28:00Z,released,Male,UCPD,1607 E 53rd,African American,Suspicious person,Yes
2016-11-09T17:25:00Z,arrested,Male,citizen,1554 E 55th,African American,Reported theft,Yes
2016-11-17T22:25:00Z,released,Male,citizen,6000 S Ellis,African American,Suspicious person,No
2016-11-17T22:25:00Z,released,Male,citizen,6000 S Ellis,African American,Suspicious person,No
2016-11-19T12:28:00Z,released,Male,citizen,5900 S Cottage,African American,Suspicious person,Yes
2016-11-20T07:00:00Z,released,Male,citizen,6300 S Cottage,African American,Suspicious person,Yes
2016-11-30T11:32:00Z,released,Male,UCPD,6600 S Cottage,African American,Suspicious person,No
2016-12-01T11:34:00Z,released,Male,citizen,5531 S Cottage,African American,Suspicious person,No
2016-12-01T11:34:00Z,released,Male,citizen,5531 S Cottage,African American,Suspicious person,No
2016-12-06T16:35:00Z,released,Male,UCPD,1427 E 60th,African American,Property damage,No
2016-12-06T16:35:00Z,released,Female,UCPD,1427 E 60th,African American,Property damage,No
2016-12-09T16:57:00Z,released,Male,citizen,5531 S Harper,African American,Citizen witnessed physical altercation between two individuals,No
2016-12-09T16:57:00Z,released,Female,citizen,5531 S Harper,African American,Citizen witnessed physical altercation between two individuals,No
2016-12-17T11:48:00Z,released,Male,UCPD,5700 S Lake Park,African American,Individual peddling and obstructing traffic,No
2017-01-18T09:25:00Z,released,Male,citizen,901 E MIDWAY PLAISANCE,African American,Domestic Disturbance,No
2017-01-18T09:25:00Z,released,Female,citizen,901 E MIDWAY PLAISANCE,African American,Domestic Disturbance,No
2017-01-22T00:36:00Z,released,Male,citizen,5300 S Ingleside,African American,Suspicious person,No
2017-02-07T10:34:00Z,released,Male,citizen,5739 S WOODLAWN,African American,Suspicious Person,No
2017-02-11T12:30:00Z,released,Male,UCPD,4800 S KIMBARK,African American,Officer observed subject take package from a residence,No
2017-02-12T21:19:00Z,released,Male,citizen,1420 E 49th,African American,Suspicious person,Yes
2017-02-12T21:19:00Z,released,Male,citizen,1420 E 49th,African American,Suspicious person,Yes
2017-02-12T21:19:00Z,released,Female,citizen,1420 E 49th,African American,Suspicious person,No
2017-02-12T21:19:00Z,released,Female,citizen,1420 E 49th,African American,Suspicious person,No
2017-02-14T20:53:00Z,released,Male,citizen,6100 S University,African American,Suspicious person,No
2017-02-22T17:12:00Z,released,Male,citizen,4938 S Drexel,African American,Suspicious person,No
2017-02-22T19:56:00Z,released,Male,citizen,5500 S Drexel,African American,Suspicious person,No
2017-03-05T11:07:00Z,released,Male,citizen,6100 S Evans,African American,Suspicious person,No
2017-03-10T15:29:00Z,Name Checked/Other,Female,citizen,1333 E 57th,Caucasian,Suspicious person,Yes
2017-03-10T21:51:00Z,released,Male,citizen,5700 Maryland,African American,Suspicious person,Yes
2017-03-22T16:59:00Z,released,Male,citizen,5800 S Maryland,African American,Suspicious person,No
2017-03-25T13:13:00Z,released,Male,UCPD,6300 S Woodlawn,African American,Suspicious person,No
2017-03-27T13:49:00Z,released,Male,citizen,5640 S Ellis,African American,Suspicious person,No
2017-03-29T16:37:00Z,released,Male,citizen,4500 S Drexel,African American,Suspicious person,Yes
2017-03-29T23:12:00Z,released,Male,citizen,5900 Maryland,African American,Suspicious person,Yes
2017-04-26T22:57:00Z,released,Male,UCPD,5700 University,African American,Suspicious person,No
2017-04-28T11:16:00Z,released,Male,citizen,5234 Blackstone,African American,Suspicious person,Yes
2017-04-28T11:16:00Z,released,Male,citizen,5234 Blackstone,African American,Suspicious person,Yes
2017-04-28T11:16:00Z,released,Male,citizen,5234 Blackstone,African American,Suspicious person,Yes
2017-05-02T13:36:00Z,released,Male,citizen,5336 S Drexel,African American,Domestic disturbance,Yes
2017-05-21T08:27:00Z,released,Male,UCPD,5700 S Lake Shore,African American,Peddling on roadway,No
2017-05-27T11:44:00Z,released,Male,citizen,700 E Russell Dr.,African American,Subject matched description of suspicious person reported by UCMC staff,No
2017-06-08T15:05:00Z,released,Male,UCPD,4700 S Lake Park,African American,Subject obstructing traffic on a roadway,No
2017-06-13T02:11:00Z,released,Male,UCPD,5100 S Harper,Caucasian,Well being check,Yes
2017-06-29T17:44:00Z,released,Male,citizen,1154 E 54th,African American,Suspicious person,No
2017-06-29T18:26:00Z,released,Male,citizen,1226 E 53rd,African American,Witness observed juveniles throwing objects at a car,No
2017-06-29T18:26:00Z,released,Male,citizen,1226 E 53rd,African American,Witness observed juveniles throwing objects at a car,No
2017-06-29T18:26:00Z,released,Male,citizen,1226 E 53rd,African American,Witness observed juveniles throwing objects at a car,No
2017-06-29T18:26:00Z,released,Male,citizen,1226 E 53rd,African American,Witness observed juveniles throwing objects at a car,No
2017-07-01T11:02:00Z,released,Male,citizen,5721 S Maryland,African American,Domestic disturbance,No
2017-07-02T03:14:00Z,released,Male,UCPD,5300 S Kimbark,African American,Suspicious person,No
2017-07-02T03:14:00Z,released,Male,UCPD,5300 S Kimbark,African American,Suspicious person,No
2017-07-04T19:03:00Z,released,Male,citizen,5200 S Harper,African American,Subject in possession of fireworks in high pedestrian area,No
2017-07-04T19:03:00Z,released,Male,citizen,5200 S Harper,African American,Subject in possession of fireworks in high pedestrian area,No
2017-07-04T19:03:00Z,released,Male,citizen,5200 S Harper,African American,Subject in possession of fireworks in high pedestrian area,No
2017-07-04T19:21:00Z,released,Male,UCPD,5310 S Harper,African American,Subject in possession of fireworks in high pedestrian area,Yes
2017-07-04T21:15:00Z,released,Male,UCPD,5300 S Harper,African American,Subject in possession of fireworks in high pedestrian area,No
2017-07-21T01:41:00Z,released,Male,citizen,5730 S Drexel,African American,Disorderly conduct,No
2017-07-25T10:37:00Z,released,Male,citizen,1320 E 58th,African American,Suspicious person,No
2017-07-31T12:55:00Z,released,Male,citizen,970 E 58th,African American,Suspicious person,No
2017-08-04T21:30:00Z,released,Male,citizen,5444 S Woodlawn,African American,Suspicious person,No
2017-08-14T08:13:00Z,released,Male,UCPD,5338 Drexel,African American,Suspicious person in alley,No
2017-08-18T15:54:00Z,released,Male,citizen,6100 Kenwood,African American,Suspicious person,No
2017-08-28T12:41:00Z,released,Male,citizen,5900 S. UNIVERSITY,African American,Subject was observed pulling on vehicle door handles,No
2017-09-03T15:00:00Z,released,Male,citizen,5445 S. Ingleside,African American,Subject was observed pulling on vehicle door handles,No
2017-09-15T13:37:00Z,referred,Male,citizen,6000 Cottage Grove,African American,Suspicious person,Yes
2017-09-15T13:37:00Z,referred,Male,citizen,6000 Cottage Grove,African American,Suspicious person,No
2017-09-30T18:38:00Z,released,Male,citizen,1400 E 53rd,African American,Suspicious person,No
2017-09-30T18:38:00Z,released,Male,citizen,1400 E 53rd,African American,Suspicious person,No
2017-10-01T18:18:00Z,released,Male,UCPD,1203 E 50th,African American,"Subject going door to door, trespassing on private property",No
2017-10-05T09:28:00Z,released,Male,UCPD,5478 Greenwood,African American,Suspicious person,No
2017-10-07T19:28:00Z,released,Male,citizen,1346 E. 53rd,African American,Suspicious Person,No
2017-10-05T09:28:00Z,released,Male,UCPD,5478 Greenwood,African American,Suspicious person,No
2017-10-12T09:26:00Z,released,Male,citizen,1554 E 55th,African American,Suspicious person,Yes
2017-10-12T21:44:00Z,released,Male,citizen,1101 E 58th,African American,Suspicious person,No
2017-10-17T12:59:00Z,released,Male,citizen,5811 S Ellis,African American,Suspicious person,No
2017-10-27T22:23:00Z,released,Male,citizen,6100 S Cottage Grove,African American,Suspicious person,No
2017-10-27T22:23:00Z,released,Male,citizen,6100 S Cottage Grove,African American,Suspicious person,No
2017-10-27T22:23:00Z,released,Male,citizen,6100 S Cottage Grove,African American,Suspicious person,No
2017-10-28T10:57:00Z,released,Male,UCPD,5800 Ellis,African American,Suspicious person,No
2017-10-31T11:00:00Z,released,Male,citizen,6300 S Blackstone,African American,Fit description of offender,No
2017-10-31T11:00:00Z,released,Male,citizen,6300 S Blackstone,African American,Fit description of offender,No
2017-11-01T21:03:00Z,released,Male,citizen,1330 E 53rd,African American,Suspicious person,No
2017-11-02T02:18:00Z,released,Male,citizen,5335 S Lake Park,African American,Suspicious person,No
2017-11-04T08:02:00Z,released,Male,UCPD,1050 E 59th Street,Caucasian,Suspicious person claiming to be student,No
2017-11-06T17:00:00Z,released,Male,UCPD,5900 S Ellis,African American,Suspicious person,No
2017-11-06T17:00:00Z,released,Male,UCPD,5900 S Ellis,African American,Suspicious person,No
2017-11-06T17:00:00Z,released,Male,UCPD,5900 S Ellis,African American,Suspicious person,No
2017-11-06T17:00:00Z,released,Male,UCPD,5900 S Ellis,African American,Suspicious person,No
2017-11-11T18:32:00Z,released,Male,citizen,5712 S Kenwood,African American,Suspicious person,Yes
2017-11-15T17:23:00Z,released,Male,UCPD,5431 S Blackstone,African American,Subject going up to numerous doors in area of recent package thefts,No
2017-11-15T23:26:00Z,released,Male,UCPD,5400 S Ellis,African American,Engaged in verbal argument with friend,No
2017-11-15T23:26:00Z,released,Female,UCPD,5400 S Ellis,African American,Engaged in verbal argument with friend,No
2017-11-20T11:45:00Z,released,Female,citizen,1318 E 63rd,African American,Suspiciousp erson,No
2017-11-20T13:10:00Z,released,Male,citizen,5206 S Harper,African American,Domestic disturbance,No
2017-11-20T13:10:00Z,released,Male,citizen,5206 S Harper,African American,Domestic disturbance,No
2017-11-29T12:48:00Z,released,Male,UCPD,5500 S Ellis,African American,Suspicious person,No
2017-11-29T17:46:00Z,released,Male,UCPD,1226 E 53rd,African American,Suspicious person,Yes
2017-12-01T01:21:00Z,released,Male,UCPD,5700 S Dorchester,African American,Suspicious person,No
2017-12-01T09:20:00Z,released,Male,UCPD,5900 S Harper,African American,Minor observed walking in the area during school hours,No
2017-12-01T09:20:00Z,released,Male,UCPD,5900 S Harper,African American,Minor observed walking in the area during school hours,No
2017-12-01T09:20:00Z,released,Male,UCPD,5900 S Harper,African American,Minor observed walking in the area during school hours,No
2017-12-01T09:20:00Z,released,Male,UCPD,5900 S Harper,African American,Minor observed walking in the area during school hours,No
2017-12-01T15:47:00Z,released,Male,citizen,1456 E 55th,African American,Suspicious person,No
2017-12-01T17:42:00Z,released,Male,UCPD,6400 S Kimbark,African American,Suspicious person,No
2017-12-02T12:33:00Z,released,Male,UCPD,5000 S Ellis,African American,Suspicious person,Yes
2017-12-02T12:49:00Z,referred,Male,UCPD,1121 E 50th,African American,Suspicious person,Yes
2017-12-02T06:33:00Z,released,Male,citizen,6044 S Champlain,African American,Suspicious person,No
2017-12-07T15:01:00Z,released,Male,UCPD,5736 S Kimbark,African American,Suspicious person,No
2017-12-13T22:16:00Z,released,Male,UCPD,5200 S Blackstone,African American,Suspicious Subject,No
2017-12-14T21:10:00Z,released,Male,UCPD,5530 S Ellis,African American,Suspicious person,No
2017-12-18T21:55:00Z,released,Male,UCPD,4900 East End,African American,Suspicious vehicle,No
2017-12-20T14:56:00Z,released,Female,UCPD,1355 E 50th Street,African American,Subject fit description of a theft offender/in proximity,Yes
2017-12-20T14:56:00Z,released,Male,UCPD,1355 E 50th Street,African American,Subject fit description of a theft offender/in proximity,Yes
2017-12-28T21:37:00Z,Name Checked/Other,Male,UCPD,1118 E. 58th Street,Caucasian,Subject appeared confused and disorientated inside of a empty lecture hall.,No
2017-12-31T11:03:00Z,released,Male,citizen,5300 S Drexel,African American,Suspicious person,Yes
2018-01-05T10:08:00Z,released,Male,UCPD,1300 Hyde Park,Hispanic,Suspicious vehicle,No
2018-01-05T11:40:00Z,released,Male,UCPD,5640 S University,African American,Suspicious person,No
2018-01-05T11:40:00Z,released,Male,UCPD,5640 S University,African American,Suspicious person,No
2018-01-05T11:40:00Z,released,Male,UCPD,5640 S University,African American,Suspicious person,No
2018-01-05T23:58:00Z,released,Male,UCPD,5550 S University,Caucasian,Suspicious vehicle,No
2018-01-12T10:04:00Z,released,Male,citizen,5730 S Drexel,African American,Domestic disturbance,No
2018-01-13T16:26:00Z,released,Male,UCPD,6300 S Dorchester,African American,Suspicious person,No
2018-01-14T07:00:00Z,released,Male,UCPD,5400 S Kimbark,African American,Suspicious vehicle,No
2018-01-14T07:00:00Z,released,Male,UCPD,5400 S Kimbark,African American,Suspicious vehicle,No
2018-01-14T07:00:00Z,released,Male,UCPD,5400 S Kimbark,African American,"Suspicious subject on bike, possible lookout",No
2018-01-18T11:53:00Z,Name Checked/Other,Male,UCPD,5700 S Kimbark,African American,Suspicious person,No
2018-01-18T11:53:00Z,Name Checked/Other,Male,UCPD,5700 S Kimbark,African American,Suspicious person,No
2018-01-18T11:53:00Z,Name Checked/Other,Male,UCPD,5700 S Kimbark,African American,Suspicious person,No
2018-01-22T23:47:00Z,released,Male,citizen,5900 S Blackstone,African American,Suspicious person,No
2018-01-26T22:53:00Z,released,Male,UCPD,5900 S Dorchester,African American,Officer observed suspicious subject following another individual,No
2018-01-26T22:53:00Z,released,Male,UCPD,5900 S Dorchester,African American,Officer observed suspicious subject following another individual,No
2018-01-27T23:56:00Z,released,Male,UCPD,1226 E 53rd,African American,Suspicious person,No
2018-01-27T23:56:00Z,released,Male,UCPD,1226 E 53rd,African American,Suspicious person,No
2018-02-01T16:34:00Z,released,Male,citizen,1204 E 53rd,Caucasian,Suspicious person,No
2018-02-03T12:06:00Z,released,Male,UCPD,1453 E 55th,African American,Pedestrian walking on highway,No
2018-02-05T10:56:00Z,released,Male,citizen,6100 S Ellis,African American,Suspicious person,Yes
2018-02-05T10:56:00Z,released,Male,citizen,6100 S Ellis,African American,Suspicious person,Yes
2018-02-06T13:57:00Z,released,Female,UCPD,6400 S Cottage Grove,African American,Suspicious person,No
2018-02-06T21:54:00Z,released,Male,UCPD,5811 S Ellis,African American,Suspicious person,No
2018-02-11T09:45:00Z,released,Male,UCPD,5700 S Lake Shore,African American,Individual obstructing traffic,No
2018-02-15T12:15:00Z,released,Male,UCPD,6400 S Woodlawn,African American,Suspicious person,No
2018-02-18T12:01:00Z,released,Female,UCPD,5125 S. Drexel,African American,Suspicious vehicle,No
2018-02-23T12:41:00Z,arrested,Male,citizen,1406 E 53rd,Hispanic,Criminal damage to property,No
2018-02-24T03:03:00Z,released,Male,UCPD,5900 S Dorchester,African American,Suspicious person,No
2018-02-24T03:03:00Z,released,Male,UCPD,5900 S Dorchester,African American,Suspicious person,No
2018-03-02T01:18:00Z,released,Female,UCPD,5500 S Blackstone,African American,Suspicious vehicle,No
2018-03-05T13:39:00Z,released,Female,citizen,5500 S. Lake Park,African American,Panhandling,No
2018-03-06T09:10:00Z,released,Male,citizen,5743 S Dorchester,African American,Suspicious person,No
2018-03-06T11:32:00Z,released,Female,UCPD,5100 S Ellis,African American,Suspicious person,No
2018-03-06T11:32:00Z,released,Male,UCPD,5100 S Ellis,African American,Suspicious person,No
2018-03-09T15:45:00Z,released,Male,UCPD,5300 S. Woodlawn,Caucasian,Subject matched description of a offender wanted for Criminal Trespass,No
2018-03-10T02:04:00Z,released,Male,UCPD,6031 S. Ellis,African American,Suspicious Subject,No
2018-03-10T13:50:00Z,released,Male,UCPD,6750 S. Stony Island,African American,Suspicious Vehicle,No
2018-03-11T01:14:00Z,released,Male,UCPD,5500 S. Everett,African American,Suspicious Subject,No
2018-03-12T14:44:00Z,released,Male,citizen,5200 S. Harper,African American,Subject fit the description of a theft offender,No
2018-03-12T14:44:00Z,released,Male,citizen,5200 S. Harper,African American,Subject fit the description of a theft offender,No
2018-03-13T08:31:00Z,released,Male,citizen,6136 S Ingleside,African American,Suspicious vehicle,Yes
2018-03-13T08:31:00Z,released,Female,citizen,6136 S Ingleside,African American,Suspicious vehicle,No
2018-03-14T12:27:00Z,released,Male,UCPD,5500 S Cottage Grove,African American,Suspicious vehicle,No
2018-03-14T12:27:00Z,released,Male,UCPD,5500 S Cottage Grove,African American,Suspicious vehicle,No
2018-03-14T20:52:00Z,released,Male,citizen,5100 block of Ingleside,African American,Suspicious person,Yes
2018-03-19T15:11:00Z,released,Male,citizen,1035 E 45th,African American,Suspicious person,Yes
2018-03-20T15:33:00Z,released,Male,UCPD,1200 E Midway Plaisance,African American,Suspicious person,No
2018-03-20T15:33:00Z,released,Male,UCPD,1200 E Midway Plaisance,African American,Suspicious person,No
2018-03-23T23:11:00Z,released,Male,UCPD,5200 S Ingleside,African American,Suspicious person,No
2018-03-23T23:11:00Z,released,Male,UCPD,5200 S Ingleside,African American,Suspicious person,No
2018-03-23T23:11:00Z,released,Male,UCPD,5200 S Ingleside,African American,Suspicious person,No
2018-03-23T23:11:00Z,released,Male,UCPD,5200 S Ingleside,African American,Suspicious person,No
2018-03-24T11:08:00Z,arrested,Male,citizen,5300 S Dorchester,African American,Offender engaged in fight,No
2018-03-24T17:06:00Z,released,Male,UCPD,5459 S Cornell,African American,Urinating on public way,No
2018-03-25T03:50:00Z,released,Male,UCPD,1362 E 59th,African American,Suspicious person,No
2018-03-29T18:34:00Z,released,Male,citizen,5300 S. Kimbark,African American,Subject was observed entering a backyard,No
2018-04-03T12:33:00Z,released,Male,citizen,1115 E 58th,African American,Suspicious person,No
2018-04-04T22:20:00Z,released,Male,UCPD,5446 Greenwood,African American,Suspicious vehicle,No
2018-04-06T12:55:00Z,released,Male,citizen,5137 S Drexel,African American,Suspicious person,No
2018-04-06T16:12:00Z,released,Male,citizen,1055 E 55th,African American,Individual causing a disturbance,No
2018-04-13T18:04:00Z,released,Male,UCPD,5440 Ingleside,African American,Suspicious person,No
2018-04-13T18:04:00Z,released,Male,UCPD,5440 Ingleside,African American,Suspicious person,No
2018-04-16T00:35:00Z,released,Female,UCPD,1012 E 54th,African American,Suspicious vehicle,No
2018-04-16T00:35:00Z,released,Female,UCPD,1012 E 54th,African American,Suspicious vehicle,No
2018-04-16T16:18:00Z,released,Male,citizen,6200 S Cottage,African American,Suspicious person,No
2018-04-26T18:48:00Z,released,Male,citizen,5627 S. Kenwood,African American,Subject observed going door to door panhandling,No
2018-05-01T05:57:00Z,released,Male,UCPD,5736 S Stony Island,African American,Suspicious person,Yes
2018-05-04T13:46:00Z,released,Male,citizen,4700 S Lake Park,African American,Individual causing disturbance,No
2018-05-06T13:02:00Z,released,Male,UCPD,6200 S Evans,African American,Possible stolen bicycle (matched description of stolen bicycle),No
2018-05-07T10:28:00Z,released,Male,UCPD,1541 E 51st,African American,Truancy,No
2018-05-07T10:28:00Z,released,Male,UCPD,1541 E 51st,African American,Truancy,No
2018-05-13T21:00:00Z,released,Male,UCPD,5400 Kimbark,African American,Suspicious person,No
2018-05-13T22:45:00Z,released,Male,UCPD,5500 Payne,African American,Suspicious person,No
2018-05-14T12:02:00Z,released,Male,UCPD,6300 S Evans,African American,Truancy,Yes
2018-05-14T12:02:00Z,released,Male,UCPD,6300 S Evans,African American,Truancy,No
2018-05-14T12:02:00Z,released,Male,UCPD,6300 S Evans,African American,Truancy,No
2018-05-15T10:55:00Z,released,Male,citizen,1415 E 57th,African American,Suspicious person,No
2018-05-15T22:11:00Z,released,Male,citizen,5300 S Kimbark,African American,Suspicious person,No
2018-05-17T00:42:00Z,released,Male,UCPD,5200 S Drexel,African American,Suspicious person,Yes
2018-05-18T19:00:00Z,released,Male,citizen,5455 S Cornell,Caucasian,Suspicious person,No
