,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
382,N/A,3/18/2018 11:26 AM,Verbal Warning,Female,Traffic Sign/Signal,1400 E Midway Plaisance,African American,Disobeyed traffic control device,No
383,N/A,3/18/2018 11:34 AM,Verbal Warning,Female,Traffic Sign/Signal,5120 S Blackstone,African American,Disobeyed traffic control device,No
384,N/A,3/18/2018 11:40 AM,Verbal Warning,Female,Traffic Sign/Signal,6100 S Blackstone,African American,Disobeyed traffic control device,No
385,N/A,3/18/2018 11:42 AM,Verbal Warning,Female,Lane Violation,1527 E 55th,Asian,Illegal turn,No
386,N/A,3/18/2018 3:38 PM,Verbal Warning,Male,Lane Violation,1400 E Midway Plaisance,African American,Wrong way on one way road,No
387,N/A,3/18/2018 5:04 PM,Verbal Warning,Female,Lane Violation,1400 E Midway Plaisance,Asian,Wrong way on one way road,No
388,N/A,3/18/2018 8:54 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 Cottage Grove,African American,Disobeyed traffic control device,No
389,N/A,3/18/2018 10:52 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 Ellis,African American,Disobeyed traffic control device,No
390,N/A,3/19/2018 1:16 AM,Verbal Warning,Male,Traffic sign/signal,5100 Dorchester,African American,Disobeyed traffic control device,No
391,N/A,3/19/2018 1:44 AM,Verbal Warning,Female,Traffic Sign/Signal,1601 E 55th,African American,Disobeyed traffic control device,No
392,N/A,3/19/2018 11:19 AM,Verbal Warning,Male,Lane Violation,5400 S Kimbark,African American,Improper lane usage,No
393,N/A,3/19/2018 9:24 PM,Verbal Warning,Male,Traffic Sign/Signal,802 E 58th,African American,Disobeyed traffic control device,No
394,N/A,3/19/2018 10:14 PM,Verbal Warning,Female,Lane Violation,5500 S Harper,African American,Improper U-Turn,No
395,N/A,3/19/2018 10:58 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Hyde Park Blvd,African American,Ran stop sign,No
396,N/A,3/19/2018 11:31 PM,Verbal Warning,Male,Lane Violation,5300 S Dorchester,Asian,Improper lane usage,No
397,Two citations issued,3/20/2018 12:37 AM,Citations issued,Male,Traffic Sign/Signal,5721 S Maryland,African American,Ran red light,No
398,N/A,3/20/2018 10:54 PM,Verbal Warning,Male,Traffic Sign/Signal,5123 S Cornell,African American,Ran stop sign,No
399,N/A,3/21/2018 12:30 AM,Verbal Warning,Male,Traffic sign/signal,5501 S Hyde Park Blvd,African American,Ran stop sign,No
400,N/A,3/21/2018 4:10 PM,Verbal Warning,Female,Traffic Sign/Signal,1312 E 55th,African American,Ran stop sign,No
401,N/A,3/21/2018 4:42 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Ellis,African American,Ran stop sign,No
402,N/A,3/21/2018 7:19 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S Ellis,African American,Disobeyed traffic control device,No
403,N/A,3/21/2018 8:22 PM,Verbal Warning,Female,Traffic Sign/Signal,6200 S Woodlawn,African American,Disobeyed traffic control device,No
404,N/A,3/22/2018 10:25 AM,Verbal Warning,Male,Moving Violation - Other,5526 S Lake Park,African American,Failure to yield,No
405,N/A,3/22/2018 11:09 AM,Verbal Warning,Male,Traffic Sign/Signal,1322 E 53rd,African American,Ran stop sign,Yes
406,N/A,3/22/2018 2:30 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S Cornell,African American,Ran stop sign,No
407,N/A,3/22/2018 3:01 PM,Verbal Warning,Male,Traffic Sign/Signal,1420 E 53rd,African American,Ran stop sign,No
408,Two citations issued,3/22/2018 4:03 PM,Citation issued,Male,Lane Violation,5424 S Ellis,African American,Wrong way on one way road,No
409,N/A,3/22/2018 7:46 PM,Verbal Warning,Male,Traffic sign/signal,5300 S Greenwood,African American,Disobeyed traffic control device,No
410,N/A,3/22/2018 8:57 PM,Verbal Warning,Male,Lane Violation,5340 S Greenwood,Caucasian,Wrong way on one way road,No
411,N/A,3/23/2018 12:43 PM,Verbal Warning,Male,Moving Violation - Other,1715 E 55th St,Hispanic,Driving on sidewalk,No
412,N/A,3/23/2018 2:33 PM,Verbal Warning,Female,Traffic sign/signal,5500 S Woodlawn,Hispanic,Failure to yield to pedestrian in crosswalk,No
413,N/A,3/23/2018 9:34 PM,Verbal Warning,Male,Speed,Cottage Grove and Payne Dr,African American,Speeding,No
414,N/A,3/24/2018 4:12 PM,Verbal Warning,Male,Lane Violation,1369 E 59th,Caucasian,Wrong way on one way road,No
415,N/A,3/25/2018 9:49 AM,Verbal Warning,Female,Traffic sign/signal,5500 S Dorcheseter,African American,Ran stop sign,No
416,N/A,3/25/2018 3:53 PM,Verbal Warning,Female,Traffic sign/signal,6300 S Greenwood,African American,Failure to yield to pedestrian in crosswalk,No
417,N/A,3/25/2018 8:29 PM,Verbal Warning,Female,Lane Violation,5300 S Berkeley,African American,Wrong way on one way road,No
418,N/A,3/25/2018 8:50 PM,Verbal Warning,Female,Lane Violation,5124 S Blackstone,African American,Wrong way on one way road,No
419,N/A,3/26/2018 12:06 AM,Verbal Warning,Male,Traffic sign/signal,5631 S Hyde Park Blvd,African American,Ran stop sign,No
420,N/A,3/26/2018 6:33 PM,Verbal Warning,Male,Traffic sign/signal,5200 Harper,African American,Ran stop sign,No
421,N/A,3/26/2018 10:10 PM,Verbal Warning,Male,Traffic sign/signal,1200 Midway Plaisance,Asian,Ran stop sign,No
422,N/A,3/27/2018 3:18 PM,Verbal Warning,Male,Traffic Sign/Signal,1635 E 53rd,African American,Ran stop sign,No
423,N/A,3/27/2018 7:54 PM,Verbal Warning,Male,Lane Violation,5508 Cornell,African American,Illegal turn,No
424,N/A,3/28/2018 10:07 AM,Verbal Warning,Male,Lane Violation,6200 S University,African American,Improper lane usage,No
425,N/A,3/28/2018 12:05 PM,Verbal Warning,Female,Traffic sign/signal,5600 S Stony Island,African American,Ran stop sign,No
426,Two citations issued,3/28/2018 2:41 PM,Citation issued,Male,Traffic sign/signal,5300 S Greenwood,African American,Ran stop sign,Yes
427,N/A,3/28/2018 2:41 PM,Verbal Warning,Male,Traffic sign/signal,4700 S Lake Park,African American,Disobeyed traffic control device,No
428,N/A,3/28/2018 4:50 PM,Verbal Warning,Male,Equipment,5500 S Dorchester,African American,No brake lights,No
429,N/A,3/28/2018 6:30 PM,Verbal Warning,Female,Lane Violation,5100 S Cornell,African American,Improper overtaking,No
430,N/A,3/28/2018 9:08 PM,Verbal Warning,Female,Lane Violation,5521 S Dorchester,African American,Improper passing,No
431,N/A,3/29/2018 10:19 AM,Verbal Warning,Female,Moving Violation - Other,5900 S. Drexel,Hispanic,Wrong way on one way street,No
432,N/A,3/29/2018 11:32 AM,Verbal Warning,Male,Lane Violation,5500 S. Greenwood,African American,Improper lane usage,No
433,Two citations issued,3/29/2018 11:59 AM,Citations issued,Male,Lane Violation,5100 S. Lake Park,Caucasian,Improper right turn,No
434,N/A,3/29/2018 1:38 PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Dorchester,African American,Disobeyed Stop Sign,No
435,Two citations issued,3/29/2018 2:28 PM,Citations issued,Female,Traffic sign/signal,Midway Plaisance & Payne Drive,African American,Disobeyed traffic control device,No
436,N/A,3/29/2018 3:58 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
437,N/A,3/29/2018 4:08 PM,Verbal Warning,Female,Traffic sign/signal,5600 S. Woodlawn,African American,Disobeyed traffic control device,No
438,N/A,3/29/2018 8:47 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Kimbark,African American,Disobeyed Stop Sign,No
439,N/A,3/29/2018 11:48 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Kimbark,African American,Disobeyed Stop Sign,No
440,N/A,3/30/2018 2:15 PM,Verbal Warning,Female,Moving Violation - Other,5110 S Hyde Park Blvd,Caucasian,Using cell phone while driving,No
441,N/A,3/30/2018 9:27 PM,Verbal Warning,Female,Equipment,5100 Cornell,African American,Driving without headlights,No
442,N/A,3/31/2018 1:17 PM,Verbal Warning,Male,Traffic sign/signal,5300 S Cornell,Asian,Ran stop sign,No
443,N/A,3/31/2018 5:48 PM,Verbal Warning,Male,Traffic sign/signal,5100 Lake Park,African American,Ran stop sign,No
444,N/A,3/31/2018 8:30 PM,Verbal Warning,Male,Equipment,5300 Ingleside,African American,Driving without headlights,No
445,N/A,3/31/2018 9:07 PM,Verbal Warning,Male,Equipment,5000 Woodlawn,African American,Driving without headlights,No
446,N/A,3/31/2018 9:11 PM,Verbal Warning,Female,Traffic sign/signal,5400 Woodlawn,African American,Ran stop sign,No
447,N/A,3/31/2018 9:55 PM,Verbal Warning,Female,Traffic sign/signal,5400 Ellis,African American,Ran stop sign,No
448,N/A,4/1/2018 9:47 AM,Verbal Warning,Male,Traffic sign/signal,5400 S Cornell,Caucasian,Ran stop sign,No
449,N/A,4/1/2018 12:13 PM,Verbal Warning,Female,Lane Violation,850 E 61st,Asian,Failure to use turn signal,No
450,N/A,4/1/2018 1:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5507 S Hyde Park,African American,Ran stop sign,No
451,N/A,4/1/2018 4:00 PM,Verbal Warning,Female,Traffic Sign/Signal,1012 E 55th,Asian,Failure to yield to pedestrian in crosswalk,No
452,N/A,4/1/2018 9:02 PM,Verbal Warning,Male,Equipment,5400 Hyde Park,African American,Driving without headlights,No
453,N/A,4/1/2018 9:19 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Drexel,African American,Ran stop sign,No
454,N/A,4/1/2018 9:20 PM,Verbal Warning,Male,Equipment,5100 Hyde Park Blvd,Hispanic,Driving without headlights,No
455,N/A,4/1/2018 9:45 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 Cottage Grove,African American,Ran stop sign,No
456,N/A,4/1/2018 9:49 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 Stony Island,African American,Ran stop sign,No
457,N/A,4/2/2018 3:06 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Stony Island,African American,Ran stop sign,No
458,N/A,4/2/2018 7:54 PM,Verbal Warning,Male,Lane Violation,5700 S Harper,African American,Wrong way on one way street,No
459,N/A,4/2/2018 8:28 PM,Verbal Warning,Female,Lane Violation,5500 S Lake Park,African American,Improper U-Turn,No
460,Two citations issued,4/3/2018 8:57 AM,Citation issued,Male,Traffic Sign/Signal,1200 E Midway Plaisance,African American,Disobeyed traffic control device,No
461,N/A,4/3/2018 9:50 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S Evans,African American,Disobeyed traffic control device,No
462,N/A,4/3/2018 11:33 AM,Verbal Warning,Male,Lane Violation,5500 S University,African American,Improper lane usage,No
463,N/A,4/4/2018 10:12 AM,Verbal Warning,Male,Traffic Sign/Signal,1200 E 53rd,Caucasian,Ran red light,No
464,N/A,4/4/2018 5:13 PM,Verbal Warning,Male,License plate/registration,5300 S Lake Park,African American,Unlawful display of license plate,No
465,N/A,4/4/2018 7:57 PM,Verbal Warning,Female,Equipment,5300 Greenwood,Caucasian,Driving without headlights,No
466,N/A,4/4/2018 8:27 PM,Verbal Warning,Male,Equipment,5300 Ellis,Caucasian,Driving without headlights,No
467,N/A,4/4/2018 10:51 PM,Verbal Warning,Female,Equipment,5300 Lake Park,Caucasian,Driving without headlights,No
468,N/A,4/4/2018 11:25 PM,Verbal Warning,Male,Traffic Sign/Signal,1000 Midway Plaisance,Asian,Ran stop sign,No
469,N/A,4/5/2018 12:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Cornell,Hispanic,Ran stop sign,No
470,N/A,4/5/2018 1:09 PM,Verbal Warning,Male,Moving Violation - Other,1607 E 53rd,Hispanic,Using cell phone while driving,No
471,N/A,4/5/2018 1:44 PM,Verbal Warning,Male,Speed,5300 S Cornell,Caucasian,Using cell phone while driving,No
472,N/A,4/5/2018 7:42 PM,Verbal Warning,Male,Equipment,5300 Berkeley,African American,Driving without headlights,No
473,N/A,4/5/2018 11:03 PM,Verbal Warning,Male,Equipment,1200 Hyde Park,Caucasian,Driving without headlights,No
474,N/A,4/5/2018 11:59 PM,Verbal Warning,Male,Traffic Sign/Signal,6200 Woodlawn,African American,Ran stop sign,No
475,N/A,4/6/2018 1:15 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Woodlawn,African American,Ran red light,No
476,N/A,4/6/2018 1:50 AM,Verbal Warning,Female,Lane Violation,5900 Ellis,African American,Improper lane usage,No
477,N/A,4/6/2018 2:05 AM,Verbal Warning,Male,Traffic Sign/Signal,1380 E 53rd,African American,Ran stop sign,No
478,N/A,4/6/2018 9:38 AM,Verbal Warning,Male,Traffic Sign/Signal,1215 E 53rd,Caucasian,Disobeyed traffic control device,No
479,N/A,4/6/2018 3:20 PM,Verbal Warning,Male,Moving Violation - Other,5800 S Stony Island,African American,Failure to yield,No
480,N/A,4/6/2018 5:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 S Ellis,African American,Ran stop sign,No
481,N/A,4/6/2018 7:37 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Stony Island,African American,Ran stop sign,No
482,N/A,4/7/2018 12:53 AM,Verbal Warning,Female,Lane Violation,5337 S Ellis,African American,Improper lane usage,No
483,N/A,4/7/2018 1:14 AM,Verbal Warning,Male,Lane Violation,1250 E 47th,African American,Improper lane usage,No
484,N/A,4/7/2018 9:47 AM,Verbal Warning,Male,Traffic Sign/Signal,5800 S Cottage Grove,Hispanic,Disobeyed traffic control device,No
485,N/A,4/7/2018 10:58 AM,Verbal Warning,Male,Lane Violation,1127 E 56th,African American,Improper lane usage,No
486,N/A,4/7/2018 4:14 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Kimbark,African American,Failure to yield to pedestrian in crosswalk,No
487,N/A,4/7/2018 7:45 PM,Verbal Warning,Male,Lane Violation,1509 E 53rd,African American,Illegal U-Turn,No
488,N/A,4/7/2018 11:27 PM,Verbal Warning,Male,Traffic Sign/Signal,1321 E 56th,Hispanic,Ran stop sign,No
489,N/A,4/8/2018 8:39 AM,Verbal Warning,Female,Traffic sign/signal,6100 S University,African American,Ran stop sign,No
490,N/A,4/8/2018 2:02 PM,Verbal Warning,Female,Traffic Sign/Signal,6300 S Woodlawn,African American,Disobeyed traffic control device,No
491,N/A,4/8/2018 2:46 PM,Verbal Warning,Male,Speed,6100 S Woodlawn,African American,Speeding,No
492,Two citations issued,4/8/2018 10:16 PM,Citation issued,Female,Traffic Sign/Signal,5500 S Greenwood,African American,Ran stop sign,No
493,Two citations issued,4/8/2018 8:23 PM,Citation issued,Female,Equipment,6300 S Drexel,African American,Driving without headlights,No
494,N/A,4/9/2018 12:13 AM,Verbal Warning,Male,Traffic Sign/Signal,5634 S Woodlawn,African American,Ran stop sign,No
495,N/A,4/9/2018 4:10 PM,Verbal Warning,Female,Lane Violation,1400 E Midway Plaisance,African American,Driving in wrong lane,No
496,N/A,4/9/2018 5:11 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Cornell,African American,Ran stop sign,No
497,N/A,4/9/2018 5:52 PM,Verbal Warning,Male,Traffic sign/signal,5400 Hyde Park,African American,Ran red light,No
498,N/A,4/9/2018 8:06 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
499,N/A,4/9/2018 8:38 PM,Verbal Warning,Female,Traffic sign/signal,5500 Maryland,Caucasian,Ran stop sign,No
500,N/A,4/9/2018 8:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Greenwood,African American,Ran stop sign,No
501,N/A,4/9/2018 8:46 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 Cornell,African American,Ran stop sign,No
502,N/A,4/9/2018 8:51 PM,Verbal Warning,Female,Equipment,5500 Lake Park,African American,Driving without headlights,No
503,N/A,4/9/2018 9:13 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Kenwood,American Indian/Alaskan Native,Ran stop sign,No
504,N/A,4/9/2018 9:15 PM,Verbal Warning,Male,Equipment,5200 University,African American,Driving without headlights,No
505,N/A,4/9/2018 11:31 PM,Verbal Warning,Female,Traffic Sign/Signal,6300 Drexel,African American,Ran stop sign,No
506,N/A,4/10/2018 8:50 AM,Verbal Warning,Male,Traffic Sign/Signal,838 E 52nd,African American,Ran stop sign,No
507,Three citations issued,4/10/2018 9:51 AM,Citation issued,Female,Speed,1111 E Midway Plaisance,African American,Speeding,No
508,N/A,4/10/2018 12:29 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S University,African American,Ran red light,No
509,N/A,4/10/2018 7:46 PM,Verbal Warning,Female,Traffic sign/signal,5300 Ingleside,African American,Ran stop sign,No
510,N/A,4/10/2018 10:36 PM,Verbal Warning,Female,Traffic sign/signal,5800 Blackstone,Caucasian,Ran stop sign,No
511,N/A,4/11/2018 1:08 AM,Verbal Warning,Female,Equipment,5300 Drexel,African American,Driving without headlights,No
512,N/A,4/11/2018 9:09 AM,Verbal Warning,Male,Traffic sign/signal,5300 S Woodlawn,African American,Ran stop sign,No
513,N/A,4/11/2018 10:56 AM,Verbal Warning,Female,Traffic sign/signal,5500 S Woodlawn,Caucasian,Failure to yield to pedestrian in crosswalk,No
514,N/A,4/11/2018 12:44 PM,Verbal Warning,Male,Lane Violation,4700 S Drexel,African American,Improper lane usage,No
515,N/A,4/11/2018 12:48 PM,Verbal Warning,Male,Traffic sign/signal,5500 S Blackstone,African American,Ran stop sign,No
516,N/A,4/11/2018 4:04 PM,Verbal Warning,Male,Lane Violation,5900 S Midway Plaisance,Caucasian,Improper lane usage,No
517,N/A,4/11/2018 4:23 PM,Verbal Warning,Male,Traffic sign/signal,5300 S Greenwood,African American,Ran stop sign,No
518,N/A,4/11/2018 5:31 PM,Verbal Warning,Female,Traffic sign/signal,5300 S University,African American,Failure to yield to pedestrian in crosswalk,No
519,N/A,4/12/2018 12:24 PM,Verbal Warning,Male,Traffic sign/signal,5600 S Maryland,Caucasian,Disobeyed traffic control device,No
520,N/A,4/12/2018 2:17 PM,Verbal Warning,Female,Traffic sign/signal,4800 S Dorchester,African American,Ran stop sign,No
521,N/A,4/13/2018 7:40 AM,Verbal Warning,Female,Equipment,5400 S University,African American,No brake lights,No
522,One citation issued,4/13/2018 1:01 PM,Citation issued,Male,Traffic Sign/Signal,5446 S Cornell,African American,Ran stop sign,No
523,N/A,4/13/2018 8:27 PM,Verbal Warning,Male,Equipment,5300 Hyde Park,African American,Driving without headlights,No
524,N/A,4/13/2018 9:05 PM,Verbal Warning,Male,Traffic sign/signal,5200 Ingleside,African American,Ran stop sign,No
525,N/A,4/13/2018 9:22 PM,Verbal Warning,Female,Traffic sign/signal,5200 Lake Park,Caucasian,Disobeyed traffic control device,No
526,N/A,4/13/2018 9:24 PM,Verbal Warning,Male,Equipment,5400 Woodlawn,African American,Driving without headlights,No
527,N/A,4/13/2018 9:41 PM,Verbal Warning,Female,Equipment,5300 University,African American,Driving without headlights,No
528,N/A,4/13/2018 10:24 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 Ellis,African American,Disobeyed traffic control device,No
529,N/A,4/14/2018 9:48 AM,Verbal Warning,Male,Lane Violation,6100 S Cottage Grove,African American,Wrong way on one way street,No
530,N/A,4/14/2018 9:51 AM,Verbal Warning,Male,Traffic Sign/Signal,5450 S Hyde Park,Caucasian,Ran stop sign,No
531,N/A,4/14/2018 10:41 AM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Ellis,African American,Ran red light,No
532,N/A,4/14/2018 1:00 PM,Verbal Warning,Male,Traffic sign/signal,5700 S University,Asian,Disobeyed traffic control device,No
533,N/A,4/14/2018 1:44 PM,Verbal Warning,Female,Traffic sign/signal,5900 S Woodlawn,Caucasian,Disobeyed traffic control device,No
534,N/A,4/14/2018 8:01 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 University,African American,Ran stop sign,No
535,N/A,4/14/2018 8:14 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 Harper,Asian,Ran stop sign,No
536,N/A,4/14/2018 8:47 PM,Verbal Warning,Male,Lane Violation,5801 Ellis,African American,Wrong way on one way road,No
537,N/A,4/14/2018 8:57 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 University,African American,Ran stop sign,No
538,N/A,4/14/2018 9:20 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Greenwood,Hispanic,Ran stop sign,No
539,Two citations issued,4/14/2018 10:37 PM,Citation issued,Female,Traffic sign/signal,5300 Ellis,African American,Ran stop sign,No
540,N/A,4/14/2018 11:34 PM,Verbal Warning,Female,Traffic sign/signal,5200 University,Hispanic,Ran stop sign,No
541,N/A,4/15/2018 12:49 AM,Verbal Warning,Male,Traffic sign/signal,5700 Stony Island,African American,Ran stop sign,Yes
542,N/A,4/15/2018 4:36 AM,Verbal Warning,Male,Lane Violation,6000 Woodlawn,Caucasian,Wrong way on one way road,No
543,N/A,4/15/2018 12:39 PM,Verbal Warning,Male,Traffic sign/signal,1644 E 53rd,Caucasian,Disobeyed traffic control device,No
544,N/A,4/15/2018 5:55 PM,Verbal Warning,Female,Lane Violation,5300 Hyde Park,African American,Improper turn,No
545,N/A,4/15/2018 7:45 PM,Verbal Warning,Female,Traffic sign/signal,5300 Ellis,African American,Ran stop sign,No
546,N/A,4/15/2018 8:05 PM,Verbal Warning,Female,Traffic sign/signal,5200 University,African American,Ran stop sign,No
547,N/A,4/15/2018 8:37 PM,Verbal Warning,Male,Traffic sign/signal,5700 Lake Park,Asian,Ran stop sign,No
548,N/A,4/15/2018 8:59 PM,Verbal Warning,Male,Equipment,5600 Hyde Park,African American,Driving without headlights,No
549,Two citations issued,4/16/2018 7:56 AM,Citation issued,Male,Traffic Sign/Signal,5500 S University,African American,Disobeyed traffic control device,No
550,N/A,4/16/2018 9:53 AM,Verbal Warning,Male,Traffic Sign/Signal,6220 S Stony Island,African American,Disobeyed traffic control device,No
551,N/A,4/16/2018 10:02 AM,Verbal Warning,Male,Traffic Sign/Signal,5236 S Kenwood,African American,Ran stop sign,No
552,N/A,4/16/2018 11:00 AM,Verbal Warning,Male,Traffic Sign/Signal,6100 S Drexel,African American,Ran stop sign,No
553,N/A,4/16/2018 5:29 PM,Verbal Warning,Male,Traffic Sign/Signal,5509 Kimbark,African American,Improper lane usage,No
554,N/A,4/17/2018 12:22 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S Cottage Grove,African American,Disobeyed traffic control device,No
555,N/A,4/17/2018 1:00 PM,Verbal Warning,Female,Traffic Sign/Signal,1214 E 53rd,African American,Disobeyed traffic control device,No
556,N/A,4/18/2018 10:32 AM,Verbal Warning,Male,Traffic sign/signal,1355 E. 55th Street,African American,Disobeyed traffic control device,No
557,N/A,4/18/2018 6:01 PM,Verbal Warning,Male,Traffic sign/signal,1231 E. 53rd Street,African American,Disobeyed Stop Sign,No
558,N/A,4/18/2018 7:54 PM,Verbal Warning,Male,Traffic sign/signal,5400 S. Greenwood,Caucasian,Disobeyed Stop Sign,No
559,N/A,4/18/2018 8:57 PM,Verbal Warning,Male,Equipment,5300 S. Greenwood,African American,No headlights when required,No
560,N/A,4/18/2018 10:02 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Berkeley,African American,Disobeyed Stop Sign,No
561,N/A,4/18/2018 10:37 PM,Verbal Warning,Female,Traffic sign/signal,5500 S. Kenwood,African American,Disobeyed Stop Sign,No
562,N/A,4/18/2018 11:20 PM,Verbal Warning,Male,Equipment,5600 S. Hyde Park Blvd,Caucasian,No headlights when required,No
563,N/A,4/19/2018 9:47 AM,Verbal Warning,Female,Traffic Sign/Signal,1031 E 51st,Caucasian,Ran red light,No
564,One citation issued,4/19/2018 12:00 AM,Citation issued,Male,Traffic Sign/Signal,5300 S Ellis,African American,Ran stop sign,Yes
565,N/A,4/19/2018 9:12 PM,Verbal Warning,Female,Equipment,5300 S Greenwood,Caucasian,No headlights when required,No
566,N/A,4/19/2018 9:52 PM,Verbal Warning,Male,Equipment,5300 S Ellis,African American,No headlights when required,No
567,N/A,4/19/2018 10:06 PM,Verbal Warning,Male,Equipment,5150 S Hyde Park Blvd,Caucasian,No headlights when required,No
568,N/A,4/20/2018 12:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 S Maryland,African American,Failure to yield to pedestrian in crosswalk,No
569,N/A,4/20/2018 3:23 PM,Verbal Warning,Male,Traffic Sign/Signal,1313 E 62nd,African American,Disobeyed traffic control device,No
570,N/A,4/20/2018 4:31 PM,Verbal Warning,Male,Lane Violation,6400 S Cottage Grove,African American,Improper lane usage,No
571,N/A,4/21/2018 10:59 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Woodlawn,African American,Ran stop sign,No
572,N/A,4/21/2018 11:48 AM,Verbal Warning,Male,Lane Violation,5000 S Lake Park,African American,Improper turn,No
573,N/A,4/21/2018 5:50 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 S Harper,Caucasian,Ran stop sign,No
574,N/A,4/22/2018 1:28 AM,Verbal Warning,Male,Lane Violation,5230 Lake Park,Hispanic,Wrong way on one way road,No
575,N/A,4/22/2018 9:54 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S University,Asian,Failure to yield to pedestrian in crosswalk,No
576,N/A,4/22/2018 1:06 PM,Verbal Warning,Female,Traffic Sign/Signal,1100 E 57th,American Indian/Alaskan Native,Ran stop sign,No
577,N/A,4/22/2018 1:47 PM,Verbal Warning,Female,Lane Violation,5900 S Maryland,African American,Improper lane usage,No
578,Two citations issued,4/22/2018 2:01 PM,Citation issued,Male,Traffic Sign/Signal,5700 Lake Park,African American,Ran stop sign,No
579,N/A,4/22/2018 2:22 PM,Verbal Warning,Male,Lane Violation,6229 S Cottage Grove,African American,Improper turn,No
580,N/A,4/22/2018 5:20 PM,Verbal Warning,Female,Lane Violation,4900 Lake Park,African American,Improper turn,No
581,N/A,4/22/2018 5:45 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Kimbark,African American,Ran red light,No
582,N/A,4/23/2018 2:19 PM,Verbal Warning,Female,Traffic Sign/Signal,5048 S Cornell,African American,Ran stop sign,No
583,N/A,4/23/2018 5:36 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Dorchester,African American,Disobeyed traffic control device,No
584,N/A,4/23/2018 8:11 PM,Verbal Warning,Male,Equipment,5344 S Hyde Park,African American,Driving without headlights when required,No
585,N/A,4/23/2018 8:35 PM,Verbal Warning,Male,Equipment,6100 S Cottage Grove,Hispanic,Driving without headlights when required,No
586,N/A,4/23/2018 9:46 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S Ellis,Asian,Disobeyed traffic control device,No
587,N/A,4/24/2018 8:46 AM,Verbal Warning,Female,Lane Violation,5500 S Kimbark,African American,Improper lane usage,No
588,One citation issued,4/24/2018 12:17 PM,Citation issued,Male,License plate/registration,5500 S Lake Park,Caucasian,Suspicious auto illegally parked displaying unlawful registration near hot spot area,Yes
589,One citation issued,4/24/2018 2:10 PM,Citation issued,Male,Speed,6256 S University,African American,Driver speeding and screeching tires in high pedestrian area,Yes
590,N/A,4/24/2018 3:00 PM,Verbal Warning,Male,Moving Violation - Other,5300 S Lake Park,African American,Distracted driver utilizing cell phone while operating vehicle in high pedestrian area,No
591,N/A,4/24/2018 3:01 PM,Verbal Warning,Female,Lane Violation,1210 E 55th,African American,Improper lane usage,No
592,N/A,4/24/2018 7:36 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Greenwood,African American,Ran stop sign,No
593,N/A,4/24/2018 8:12 PM,Verbal Warning,Female,Equipment,5300 S Greenwood,African American,Driving without headlights when required,No
594,N/A,4/24/2018 9:23 PM,Verbal Warning,Male,Traffic sign/signal,5300 S Greenwood,African American,Ran stop sign,No
