,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
1058,N/A,8/9/2018 11:04 PM,Verbal Warning,Male,Traffic Sign/Signal,930 E 53rd St,Asian,Disobeyed Stop Sign,No
1059,One citation issued,8/11/2018 1:46 AM,Citation Issued,Male,Traffic Sign/Signal,5300 S Woodlawn,African American,Stop sign violation,No
1060,N/A,8/11/2018 9:37 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Cottage Grove,African American,"Improper left turn, with signs
posted. Causing traffic to apply
brakes to avoid hitting her.",No
1061,N/A,8/11/2018 9:38 AM,Verbal Warning,Male,Traffic Sign/Signal,5900 S. Ellis Ave,Caucasian,"Observed vehicle driving through
a stop sign, without applying brakes.",No
1062,Two citations issued,8/11/2018 5:13 PM,Citation Issued,Male,Traffic Sign/Signal,1160 E. Midway Plaisance,African American,"Driver drove through a solid red
circular traffic light, almost causing a traffic crash",No
1063,N/A,8/11/2018 7:50 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Drexel,African American,Stop Sign Violation,No
1064,N/A,8/11/2018 8:19 PM,Verbal Warning,Female,Lane Violation,5900 S. Maryland,Caucasian,Wrong Way on One Way,No
1065,N/A,8/11/2018 9:36 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Ingleside,African American,Red Light Violation,No
1066,N/A,8/11/2018 9:47 PM,Verbal Warning,Male,Traffic Sign/Signal,1448 E. 57th Street,African American,Stop Sign Violation,No
1067,N/A,8/11/2018 11:56 PM,Verbal Warning,Female,Equipment,5600 S. Stony Island,African American,Amplified Sound System,No
1068,One citation issued,8/12/2018 2:22 AM,Citation Issued,Female,Traffic Sign/Signal,5300 S. Kenwood,African American,Stop Sign Violation,No
1069,N/A,8/12/2018 9:27 AM,Verbal Warning,Male,Traffic Sign/Signal,6300 S. Drexel,Hispanic,"Improper left turn, 3 signs posted. Causing traffic to have to brake. Impeding the flow of traffic.",No
1070,N/A,8/12/2018 2:48 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Harper,African American,"Improper right turn, 3 signs posted. Causing pedestrians crossing the intersection to have to stop. Placing them in harms way",No
1071,N/A,8/12/2018 8:28 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Ellis,African American,Red Light Violation,No
1072,N/A,8/12/2018 11:42 PM,Verbal Warning,Female,Lane Violation,5300 S. Cornell,African American,Cutting Across Traffic Lanes,No
1073,N/A,8/13/2018 1:50 AM,Verbal Warning,Male,Traffic Sign/Signal,5800 S. Blackstone,Caucasian,Stop Sign Violation,No
1074,N/A,8/13/2018 8:45 AM,Verbal Warning,Female,Traffic sign/signal,5400 S Woodlawn,Caucasian,disobey redlight,No
1075,N/A,8/13/2018 7:03 PM,Verbal Warning,Male,Lane Violation,1414 E 59th,Caucasian,Wrong way on one way,No
1076,N/A,8/13/2018 8:13 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 Woodlawn,African American,Failed to stop at sign,No
1077,N/A,8/13/2018 9:00 PM,Verbal Warning,Male,Moving Violation � Other,5555 Ellis,African American,Failure to yield right of way,No
1078,N/A,8/13/2018 9:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 Kimbark,African American,Failed to stop at sign,No
1079,N/A,8/13/2018 9:10 PM,Verbal Warning,Female,Lane Violation,5900 University,African American,Wrong way on one way,No
1080,N/A,8/13/2018 10:37 PM,Verbal Warning,Female,Lane Violation,Midway/Dorchester,African American,Wrong way on one way,No
1081,N/A,8/13/2018 10:42 PM,Verbal Warning,Male,Lane Violation,5400 Drexel,African American,Illegal U-Turn,No
1082,N/A,8/13/2018 11:40 PM,Verbal Warning,Male,Lane Violation,5700 Blackstone,African American,Wrong way on one way,No
1083,N/A,8/14/2018 12:48 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 Woodlawn,Hispanic,Failed to stop at sign,No
1084,N/A,8/14/2018 1:05 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 Ellis,African American,Failed to stop at sign,No
1085,One citation issued,8/14/2018 12:01 PM,Citation Issued,Male,Traffic Sign/Signal,5530 S Lake Park,African American,Disobeyed stop sign,No
1086,Two citations issued,8/14/2018 6:55 PM,Citation Issued,Female,Traffic Sign/Signal,5300 Lake Park,Hispanic,Failed to stop at light,No
1087,N/A,8/14/2018 8:34 PM,Verbal Warning,Male,Traffic Sign/Signal,4700 Lake Park,Hispanic,Failed to stop at light,No
1088,N/A,8/14/2018 8:43 PM,Verbal Warning,Female,Traffic Sign/Signal,4700 Kenwood,African American,Failed to stop at light,No
1089,N/A,8/14/2018 9:10 PM,Verbal Warning,Female,Equipment,800 Midway Plaisance,African American,Driving without Headlights,No
1090,N/A,8/14/2018 11:44 PM,Verbal Warning,Male,Lane Violation,Stony/Midway,Caucasian,Wrong way on a one way,No
1091,N/A,8/15/2018 8:02 AM,Verbal Warning,Male,Moving Violation � Other,5900 S. Ellis,Asian,Failure to Yield at Intersection,No
1092,N/A,8/15/2018 8:46 AM,Verbal Warning,Female,Moving Violation � Other,5400 S. Maryland,African American,Failure to Yield at Intersection,No
1093,N/A,8/15/2018 12:23 PM,Verbal Warning,Female,Traffic Sign/Signal,4900 S. Greenwood,Asian,Disobeyed Stop Sign,No
1094,N/A,8/16/2018 10:41 AM,Verbal Warning,Male,Traffic sign/signal,5500 S. Kimbark,Caucasian,Disobeyed Stop Sign,No
1095,N/A,8/16/2018 7:30 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. University,African American,Disobeyed Stop Sign,No
1096,N/A,8/16/2018 8:27 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Harper,African American,Disobeyed redlight,No
1097,Two citations issued,8/17/2018 9:37 AM,Citation Issued,Female,Moving Violation  � Other,5500 S. Blackstone,African American,Failure to yield,No
1098,One citation issued,8/17/2018 11:50 AM,Citation Issued,Male,Traffic Sign/Signal,1307 E. 60th St.,African American,Disobeyed stop sign,No
1099,N/A,8/17/2018 1:33 PM,Verbal Warning,Male,Traffic Sign/Signal,5649 S. Woodlawn,African American,Disobeyed stop sign,No
1100,N/A,8/17/2018 3:01 PM,Verbal Warning,Female,Traffic Sign/Signal,5000 S. Drexel,African American,Disobeyed traffic control device,No
1101,Two citations issued,8/17/2018 10:39 PM,Citation Issued,Female,Lane Violation,6300 Ingleside,African American,Improper passing,No
1102,N/A,8/18/2018 7:46 PM,Verbal Warning,Female,Lane Violation,1050 E 60th,African American,Illegal passing,No
1103,One citation issued,8/18/2018 9:23 PM,Citation Issued,Male,Traffic Sign/Signal,5300 Kenwood,African American,Failed to stop at sign,No
1104,N/A,8/19/2018 11:37 AM,Verbal Warning,Female,Traffic Sign/Signal,5900 S. Ellis,African American,Disobeyed stop sign,No
1105,Two citations issued,8/19/2018 10:47 PM,Citation Issued,Male,Traffic Sign/Signal,5300 Dorchester,African American,Failed to stop at sign,Yes
1106,N/A,8/20/2018 12:31 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Woodlawn,African American,Failed to stop at sign,No
1107,N/A,8/20/2018 9:49 AM,Verbal Warning,Male,Lane Violation,5800 S. Woodlawn,African American,Improper Lane Usage,No
1108,Two citations issued,8/20/2018 3:37 PM,Citation Issued,Male,Equipment,5500 S. Dorchester,Hispanic,No Functioning Rear Tail Light,No
1109,N/A,8/21/2018 10:49 AM,Verbal Warning,Male,Lane Violation,6300 S. Evans,Hispanic,Improper Left Turn,No
1110,Three citations issued,8/21/2018 1:33 PM,Citation Issued,Male,Lane Violation,5500 S. University,African American,Improper Overtaking,No
1111,One citation issued,8/21/2018 9:21 PM,Citation Issued,Male,Traffic Sign/Signal,5300 S. Woodlawn,African American,Red Light Violation,No
1112,N/A,8/22/2018 7:19 AM,Verbal Warning,Male,Traffic Sign/Signal,1200 E. 57th St.,Caucasian,Disobeyed stop sign,No
1113,N/A,8/22/2018 9:39 AM,Verbal Warning,Male,Moving Violation � Other,5600 S. Drexel,African American,Reckless driving,No
1114,N/A,8/22/2018 10:54 AM,Verbal Warning,Male,Traffic Sign/Signal,5231 S. Harper,Caucasian,Disobeyed red light,No
1115,One citation issued,8/22/2018 2:08 PM,Citation Issued,Female,Traffic Sign/Signal,1462 E. 53rd St,African American,Disobeyed red light,No
1116,N/A,8/22/2018 5:54 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 Lake Park,Hispanic,Failed to stop at light,No
1117,N/A,8/22/2018 11:32 PM,Verbal Warning,Male,Lane Violation,5900 Cottage,African American,Improper Passing,No
1118,N/A,8/23/2018 10:05 AM,Verbal Warning,Male,Traffic Sign/Signal,1300 E. Midway Plaisance,Hispanic,Disobeyed red light,No
1119,N/A,8/23/2018 11:48 AM,Verbal Warning,Male,Lane Violation,1147 E. 55th St,Caucasian,Improper turn,No
1120,N/A,8/23/2018 4:48 PM,Verbal Warning,Female,Lane Violation,5727 S. Kenwood  Avenue,Caucasian,Wrong way on one way road,No
1121,N/A,8/23/2018 6:51 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 University,African American,Failed to stop at light,No
1122,N/A,8/23/2018 8:05 PM,Verbal Warning,Male,Equipment,5300 Woodlawn,African American,No headlights,No
1123,N/A,8/24/2018 2:06 PM,Verbal Warning,Male,Traffic Sign/Signal,1200 E. 63rd Street,African American,Disobeying Traffic Control Signal,No
1124,Two citations issued,8/24/2018 2:11 PM,Citation Issued,Female,Moving Violation � Other,929 E. Midway,African American,Failure to Yield Turning Left,No
1125,N/A,8/24/2018 5:48 PM,Verbal Warning,Male,Speed,1500 E/B Midway Plaisance,African American,Speeding Over Statutory Limit,No
1126,One citation issued,8/25/2018 3:58 PM,Citation Issued,Female,Traffic Sign/Signal,800 E Midway Plaisance,African American,"R/Sgt observed vehicle traveling at a high rate of speed, then travel through a red light",No
1127,N/A,8/26/2018 2:32 AM,Verbal Warning,Male,Traffic Sign/Signal,5324 S. Blackstone,African American,Stop Sign Violation,No
1128,N/A,8/26/2018 2:48 AM,Verbal Warning,Female,Speed,5500 S ELLIS,African American,Speed Violation,No
1129,N/A,8/26/2018 6:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 S. Woodlawn,African American,Red Light Violation,No
1130,One citation issued,8/27/2018 10:19 AM,Citation Issued,Male,Traffic Sign/Signal,1431 S. Hyde Park,Hispanic,Ran red light,No
1131,N/A,8/27/2018 12:28 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Lake Park,African American,Ran red light,No
1132,N/A,8/28/2018 1:00 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 S. University,African American,Disobeyed red light,No
1133,N/A,8/28/2018 6:10 PM,Verbal Warning,Male,Traffic Sign/Signal,5333 Greenwood,African American,Failure to stop at sign,No
1134,N/A,8/28/2018 8:31 PM,Verbal Warning,Male,Equipment,5100 Ellis,African American,Driving without headlights,No
1135,N/A,8/28/2018 9:11 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Blackstone,African American,Failed to yield to pedestrians in crosswalk,No
1136,N/A,8/28/2018 11:33 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway at Kenwood,African American,Failed to stop at sign,No
1137,N/A,8/29/2018 12:52 PM,Verbal Warning,Female,Lane Violation,4100 S. Lake Park Ave,African  American,Passed UCPD squad care at a high rate of speed on a one way street.,No
1138,N/A,8/29/2018 4:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Woodlawn,African American,Disobeying Traffic Control Signal,No
1139,N/A,8/29/2018 11:05 PM,Verbal Warning,Male,Lane Violation,5900 S Kimbark,African American,Wrong way on one way street,No
1140,N/A,8/30/2018 9:07 AM,Verbal Warning,Male,Moving Violation - Other,1201 E Midway Plaisance,African American,Failure to yield to authorized emergency vehicle,No
1141,N/A,8/30/2018 11:12 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Drexel,African American,Stop sign violation,No
1142,N/A,8/31/2018 14:34 PM,Verbal Warning,Female,Traffic sign/signal,6300 S. Kimbark,African American,Disobeyed traffic control device,No
1143,N/A,8/31/2018 15:45 PM,Verbal Warning,Male,Traffic sign/signal,740 E. 43rd Street,African American,Failure to yield to pedestrian in crosswalk,No
1144,N/A,8/31/2018 5:15 PM,Verbal Warning,Male,Lane Violation,5600 S. Cottage Grove,African American,Improper lane usage,No
1145,N/A,8/31/2018 10:12 PM,Verbal Warning,Male,Lane Violation,5500 S. University,Hispanic,Illegal U-Turn,No
1146,N/A,8/31/2018 11:08 PM,Verbal Warning,Male,Moving Violation - Other,5500 S. Cottage Grove,African American,Using a Cell Phone,No
1147,N/A,9/1/2018 3:48 PM,verbal Warning,Male,Seatbelt,1616 E.56th Street,Caucasian,Failure to wear seat belt,No
1148,N/A,9/1/2018 6:03 PM,Verbal Warning,Female,Traffic sign/signal,5200 S. Kenwood,Asian,Disobeyed redlight,No
1149,Two Citations issued,9/1/2018 6:43 PM,Citations Issued,Male,Traffic sign/signal,5400 S. Woodlawn,African American,Disobeyed redlight,No
1150,N/A,9/1/2018 6:48 PM,Verbal Warning,Male,Moving Violation - Other,5700 S. Lake Park,Asian,Wrong way on one way street,No
1151,N/A,9/1/2018 9:28 PM,Verbal Warning,Male,Equipment,5400 S. Blackstone,Hispanic,No headlights when required,No
1152,N/A,9/1/2018 9:45 PM,Verbal Warning,Male,Traffic sign/signal,5900 S. Woodlawn,African American,Disobeyed Stop Sign,No
1153,N/A,9/2/2018 12:40 AM,Verbal Warning,Male,Traffic sign/signal,4900 S. Woodlawn,African American,Disobeyed Stop Sign,No
1154,N/A,9/2/2018 1:04 AM,Verbal Warning,Male,Traffic sign/signal,5700 S. Ellis,African American,Disobeyed Stop Sign,No
1155,N/A,9/2/2018 2:28 AM,Verbal Warning,Male,Moving Violation - Other,4900 S. Blackstone,African American,Obstructing traffic,Yes
1156,N/A,9/2/2018 2:52 AM,Verbal Warning,Female,Traffic sign/signal,5100 S. Blackstone,African American,Disobeyed Stop Sign,No
1157,N/A,9/2/2018 8:24 AM,Verbal Warning,Male,Traffic sign/signal,5628 S. Dorchester,Caucasian,Disobeyed Stop Sign,No
1158,N/A,9/2/2018 8:12 PM,Verbal Warning,Male,Traffic sign/signal,5700 S. Cottage Grove,African American,Disobeyed redlight,No
1159,N/A,9/2/2018 9:34 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Dorchester,African American,Disobeyed redlight,No
1160,N/A,9/2/2018 10:34 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Drexel,Hispanic,Disobeyed Stop Sign,No
1161,N/A,9/2/2018 11:23 PM,Verbal Warning,Male,Traffic sign/signal,5000 S. Woodlawn,African American,Disobeyed Stop Sign,No
1162,N/A,9/2/2018 11:56 PM,Verbal Warning,Male,Moving Violation - Other,5800 S. Woodlawn,African American,Wrong way on one way street,No
1163,N/A,9/3/2018 2:22 PM,Verbal Warning,Female,Traffic sign/signal,5500 S. Ellis,African American,Disobeyed redlight,No
1164,One Citation Issued,9/3/2018 8:47 PM,Citation Issued,Male,Traffic sign/signal,5300 S. Ellis,African American,Disobeyed Stop Sign,No
1165,One Citation Issued,9/3/2018 9:14 PM,Citation Issued,Female,Moving Violation - Other,5500 S. University,African American,Wrong way on one way street,No
1166,N/A,9/3/2018 9:24 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Greenwood,African American,Disobeyed redlight,No
1167,N/A,9/3/2018 9:37 PM,Verbal Warning,Male,Traffic sign/signal,5600 S. Stony Island,African American,Disobeyed Stop Sign,No
1168,N/A,9/4/2018 12:43 PM,Verbal Warning,Male,Traffic sign/signal,5700 S. Kimbark,Caucasian,Disobeyed traffic control device,No
1169,N/A,9/4/2018 7:03 PM,Verbal Warning,Male,Lane Violation,5500 S. Ellis,Caucasian,Improper lane usage,No
1170,One Citation Issued,9/5/2018 10:29 AM,Citation Issued,Female,Seatbelt,5200 S. Lake Park,African American,No Seatbelt for child,No
1171,N/A,9/5/2015 8:23 PM,Verbal Warning,Male,Traffic sign/signal,5000 S. Ellis,African American,Disobeyed Stop Sign,No
1172,N/A,9/5/2018 8:45 PM,Verbal Warning,Male,Traffic sign/signal,5700 S. Kimbark,Hispanic,Disobeyed Stop Sign,No
1173,N/A,9/5/2018 8:48 PM,Verbal Warning,Male,Lane Violation,5500 S. Cottage Grove,African American,Improper lane usage,No
1174,N/A,9/5/2018 10:16 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. University,African American,Disobeyed Stop Sign,No
1175,N/A,9/5/2018 10:44 PM,Verbal Warning,Female,Traffic sign/signal,5200 S. Ingleside,African American,Disobeyed Stop Sign,No
1176,Two Citations issued,9/5/2018 11:02 PM,Citations Issued,Male,Lane Violation,5500 S. Lake Park,African American,Improper lane usage,No
1177,N/A,9/6/2018 4:06 PM,Verbal Warning,Male,Traffic sign/signal,4700 S. Greenwood,African American,Disobeyed redlight,No
1178,N/A,9/6/2018 4:49 PM,Verbal Warning,Female,Moving Violation - Other,5900 S. Dorchester,African American,Wrong way on one way street,No
1179,Two Citations issued,9/6/2018 6:23 PM,Citations Issued,Male,Traffic sign/signal,5428 S. Lake Park,African American,Disobeyed traffic control device,No
1180,N/A,9/6/2018 9:32 PM,Verbal Warning,Male,Lane Violation,5500 S. Cottage Grove,African American,Improper lane usage,No
1181,N/A,9/6/2018 9:49 PM,Verbal Warning,Male,Traffic sign/signal,5800 S. Woodlawn,African American,Disobeyed Stop Sign,No
1182,Two Citations issued,9/6/2018 11:55 PM,Citations Issued,Male,Traffic sign/signal,5045 S. Drexel,African American,Disobeyed Stop Sign,Yes
1183,N/A,9/7/2018 2:34 AM,Verbal Warning,Male,Traffic sign/signal,5200 S. Ellis,African American,Disobeyed Stop Sign,No
1184,N/A,9/7/2018 10:27 AM,Verbal Warning,Male,Equipment,5500 S. Drexel,African American,Unsafe Equipment,No
1185,N/A,9/7/2018 1:55 PM,Verbal Warning,Male,Lane Violation,5600 S. Lake Park,Caucasian,Improper lane usage,No
1186,N/A,9/7/2018 6:39 PM,Verbal Warning,Male,Moving Violation - Other,51st Street & Dorchester,African American,Wrong way on one way street,No
1187,N/A,9/7/2018 6:50 PM,Verbal Warning,Female,Traffic sign/signal,51st Street & Hyde Park Blvd.,African American,Disobeyed Stop Sign,No
1188,N/A,9/8/2018 10:39 AM,Verbal Warning,Male,Traffic sign/signal,5500 S. Woodlawn,Caucasian,Failure to yield to pedestrian in crosswalk,
1189,N/A,9/8/2018 11:11 AM,Verbal Warning,Female,Lane Violation,5100 S. Cottage Grove,African American,Improper lane usage,No
1190,N/A,9/8/2018 2:58 PM,Verbal Warning,Female,Lane Violation,6200 S. Cottage Grove,African American,Improper lane usage,No
1191,N/A,9/8/2018 7:35 PM,Verbal Warning,Female,Equipment,6200 S. Dorchester,African American,No headlights when required,No
1192,N/A,9/9/2018 8:38 PM,Verbal Warning,Male,Traffic sign/signal,5326 S. Shore Drive,African American,Disobeyed redlight,No
1193,N/A,9/10/2018 12:14 PM,Verbal Warning,Male,Moving Violation - Other,Midway Plaisance  & Cottage Grove,African American,Wrong way on one way street,No
1194,N/A,9/10/2018 4:30 PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Woodlawn,African American,Disobeyed Stop Sign,No
1195,N/A,9/11/2018 7:23 AM,Verbal Warning,Female,Traffic sign/signal,6300 S. Greenwood,Caucasian,Disobeyed Stop Sign,No
1196,N/A,9/11/2018 8:25 AM,Verbal Warning,Female,Traffic sign/signal,5300 S. Harper,African American,Disobeyed Stop Sign,No
1197,N/A,9/11/2018 1:12 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Cornell,African American,Disobeyed Stop Sign,No
1198,Two Citations issued,9/11/2018 8:12 PM,Citations Issued,Male,Traffic sign/signal,5000 S. Drexel,African American,Disobeyed Stop Sign,No
1199,N/A,9/11/2018 11:00 PM,Verbal Warning,Male,Lane Violation,5400 S. Drexel,African American,Improper lane usage,No
1200,N/A,9/11/2018 11:14 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Cottage Grove,African American,Disobeyed Stop Sign,No
1201,N/A,9/12/2018 12:50 AM,Verbal Warning,Male,Traffic sign/signal,5500 S. Lake Shore Dr.,African American,Disobeyed Stop Sign,No
1202,N/A,9/12/2018 9:54 AM,Verbal Warning,Male,Traffic sign/signal,5500 S. Kimbark,African American,Failure to yield to pedestrian in crosswalk,No
1203,N/A,9/13/2018 12:51 AM,Verbal Warning,Male,Traffic sign/signal,5500 S. Blackstone,African American,Disobeyed Stop Sign,No
1204,N/A,9/13/2018 7:55 AM,Verbal Warning,Female,Traffic sign/signal,6300 S. Ellis,African American,Failure to yield to pedestrian in crosswalk,No
1205,N/A,9/13/2018 8:07 AM,Verbal Warning,Female,Lane Violation,5700 S. Maryland,African American,Improper lane usage,No
